sentiment,review_body,product_category
1,Saw this online and thought it would be perfect for my upcoming plane ride. originally ordered the teal color  but when it arrived  i was disappointed that it was more of a muddy greenish teal and not the light bluish teal like in the photo. exchanged it for the black version and i couldn't be happier. the black goes well with everything--looks great with jeans and yoga pants. love it!!,Lounge
1,So hard to guess fit and size so because i carry my weight in my tummy i ordered an xl. they were too big. the waistband is a nice  very wide  comfy elastic but fit loose. the legs were a bit baggy too and too long for my frame. the fabric is soft and has a bit of a contrast down the sides of the leg. due to the length  i decided not to reorder a smaller size. i think you'd be safe to size down in these.,Lounge
1,"Loved the way these felt but like the previous reviewer said it did run slightly large. i am usually a size 6 or m and the legs were a little baggy w/the medium. since the m is sold out i'm going to try and see if they shrink in the dryer. the color and design of the ankle is different from other leggings which is a plus. i'm 5'7"" and they are the perfect length.",Lounge
1,I have this in the blue/teal color  and i love it  so far! i'm considering buying it in other colors. this tee is stretchy  comfortable  and soft  even after being washed a few times. it fit true to size on me (xs)  although it's a bit form-hugging  so if you want a looser fit  consider sizing up. the only thing about the blue is that it's not quite as dark as in the photo on the website. i wish retailer would make these kinds of basic tees more often!,Lounge
1,This is an adorable top. sweet back detail  thin material but soft. the top is two sizes too big  i'm normally a large and a small fits. i know it is supposed to be baggy but the large was inches too big under each arm. size down and petite ladies will be sized out. love this though.,Lounge
1,This tunic is so stylish and pretty. the fit is close but not clingy (5'4  116 lbs.  size xs) and the rear coverage is just right to wear with skinny jeans or leggings. the fit is flattering whether the zippers are up or down  without riding up around the waist. the cowled collar falls around the neck evenly without the bulky look that similar styles can sometimes lend. the moss color is pretty  the fabric is soft and warm yet still fairly lightweight. if the pockets are properly tucked and layi,Lounge
-1,"Saw this on line and decided to ""splurge"" for the holidays. arrived today and is going right back. runs very small especially in the waist. trim is a cheap ribbed fabric with a zipper. fabric is not elegant looking as in the picture  appears cheap and very itchy. sooooo disappointed.",Outerwear
-1,I loved how this looked on the model  however  once i tried on in store  i was greatly disappointed. i usually wear a meduim and the small and extra-small were huge on me. there was so much extra material that i was swimming in this. i had such high hopes for this. there were no petite sizes to try on in the store but i am not sure it would have helped.,Outerwear
-1,I had been eyeing this coat for a few weeks after it appeared in the email  and i finally decided to purchase it to treat myself. i was very excited to get it  as it is a beautiful coat online. however  once i received it i was very disappointed. the material is much thinner than i would expect for something that cost $168  and when i went to button it the button slipped right off the thread it was sewn onto the coat with. i checked the other buttons and all of them were loose as well.     perso,Outerwear
-1,I love the colors and style of this poncho  however  the fabric is a total miss.  it is so scratchy  i developed a serious rash within the first 1/2 hour of wering it. also  unfortunately  the fabric is not woven tightly  so the poncho does not keep you warm  the wind whips right through it. it is disappointing that while the styles of retailer have remained top  the quality of their clothing has steadly gone down the hill. i hope retailer will put more effort in bringing the quality back.,Outerwear
-1,This sweater coat is very bulky and has an odd and unflattering shape when on.,Outerwear
-1,There was nothing i liked about this coat. it was definitely not designed with a chest in mind. the pins on the straps were already coming off the first time i tried it on. i usually like oranges too  but even this color turned me off.,Outerwear
-1,Thought i would splurge on a tracy reese coat. i got a size small  (120  5'6) felt huge on me and i looked like a wooly mammoth. very unflattering. another reviewer also mentioned on how it flairs slightly at the bottom?.adding to the overall bad look. i had it on for about 20 seconds and put it back in the bag to return. din't have to ponder about it at all.,Outerwear
-1,Agree with other reviewer that this is massive even for a cape. unflattering overall. i normally wear a size 2 of 4 and bought this in an xs and two of me can easily fit into this with room to spare. unlined and it itches!,Outerwear
-1,This coat is awful  just awful. i bought it based on the reviews  my husband said it looks like i am wearing a mattress. it looked awful. i really really liked the softness and that it wasn't like another puffer coat  it was also stretchy and the buttons super easy to wear  but the look  style  and design make it very unflattering. it looked so bad that i took it off right away. so disappointing!,Outerwear
0,Initially  i bought this because i liked the color and style of this trench coat. i thought it could look very chic and polished. the problem was it was too large and too wrinkly. i'm 5'2 (115 lbs) and ordered an xs because petite sizes were unavailable. but i realize that a petite xs would've been a better fit. also the sleeves were too long even with an xs. i've already returned the product.,Outerwear
0,This coat is so lovely  it is the embodiment of 1940's classic movie star style. the color  the style  the collar add a subtle flair of drama that you definitely want in your wardrobe .... if only it weren't for those pesky buttons! like other reviewers  i am disappointed to note that within a month of owning  the top button popped off in the middle of a dinner date on a rainy night in a french restaurant. that same night  i noticed a button was missing from one of the sleeves. alas  i am as yet,Outerwear
0,This trench is beautiful  with a lovely  swinging skirt that adds a romantic sense of drama and movement - you'll feel as though you are starring in your very own film noir movie. i wish i could have kept it  but i couldn't justify paying full price on a coat that had to be hand-washed (the label specifies no dry cleaning!).there is a lot of fabric on this trench  and i imagine that all those little pleats will have to be ironed too. i don't have the time for that  and for this much money  i wou,Outerwear
0,I agree with the other reviews that the sleeves can be tight even for those with slim arms. life would be great in this coat if my arms were always down by my sides. but when i lift my arms that's another story. i also agree that the material wrinkles easily. this is a high-maintenance item as far as pressing and ironing goes. it is a very pretty feminine coat but i would reconsider this only if it goes on sale.,Outerwear
0,"I loved this trench on the web site  i couldn't wait until it arrived and was even happy to pay full-price to get it! it unfortunately just didn't complement my 5'2"" 135 lb curvy figure as i had hoped. it was definitely much fuller on the bottom which added unnecessary bulk. i have narrow shoulders and it was snug and uncomfortable with a simple tank top on. i hung it in my closet for a few weeks  tags intact  continuing to try it and each time it just wasn't working. it also had many stray thre",Outerwear
0,I love the look of this jacket. it's incredibly soft and fits tts. i love how it's a little different and fun. however  it's already pilling after 3 wears. probably have gotten a total of 15 hours of wear out of it. i am so disappointed. for this price point  i would have expected better quality.,Outerwear
0,This coat is absolutely beautiful - an instant stunner. the style is very classy and timeless. it is definitely more of a lightweight coat than true cold weather wear. yes  it does run large  but that is the cozy look of it. it is not meant to be form-fitting. my one gripe is that - especially at the price point - if it's not going to be especially warm  it should at least be otherwise functional. the coat i received has pockets cut on the outside  but they are sewn shut. a coat without pockets?,Outerwear
0,I love the pattern on this jacket and enjoy the bell shape. a fun jacket to through on and add quick style to a skinny pants.,Outerwear
0,This would be perfect except for the ridiculous attached scarf. the material is so soft and luxe. the colors are richer in person and perfectly go with everything. but the attached scarf ruins everything!! the scarf is not flattering and takes away form the cute buttons on the front. if the scarf could be removed it would be a great sweater coat. so disappointing.,Outerwear
1,"I ordered this coat as it was on sale but it was so nice it would have been worth full price. i am 5 feet 1"" and 110 pounds - i ordered a 4 petite as i like jackets a little larger for a sweater underneath but i could have used the 2 petite as well. this coat is heavy - so also very warm. it is a little shorter than on the model. the colors are more vivid the blue is a denim wash blue not navy blue - it fits fabulously and the quality is great. i wore it to dinner with a navy turtleneck and must",Outerwear
1,You must have this vest for your fall/winter wardrobe. the design is extremely flattering to the female curves. i love the feminine ruffles. the pockets are a bonus. the vest is vegan-friendly. a hundred percent polyester! i normally wear a medium  but the small size fits me better. as an artist  i like to wear with my red plaid retailer shirt. hurry and get this vest before they are sold out. i'm sick i missed out on the museum district vest. all the smalls were sold out. i hope my experie,Outerwear
1,I bought this during a 20% off sale which made it even more worth the price. i would have purchased and kept it regardless  but just got lucky.  looking at the pictures online  i thought the coat was going to be red. however; when it showed up it is more purple. i still like the color and did end up keeping the coat.  i do think the buttons are sewn on well  but i was surprised it did not come with additional buttons in case one gets lost. these are very unique buttons so i can't imagine it woul,Outerwear
1,"I read the previous reviews and had hoped that the exclamations about the color being inaccurate were exaggerated- however they are sadly very true. let me be clear that this is a beautiful  comfortable piece of clothing- when you put it on it feels thick and of very good quality. and while the pattern is interesting and pretty  the ""dark orange"" color i was expecting is actually a mud brown. i think it's unfortunate that retailer misrepresented such a key element of the jacket  but i digress. the",Outerwear
1,I am a big fan of trench coats and i love that this one is navy. i typically gravitate toward blues because it brings out my eyes and my wardrobe tends to fall in a blue-ish category. i love that the color of this coat will compliment other pieces of clothing in my closet wonderfully.  i especially love the design of the trench with the wider  pleated bottom which allows for fluffier dresses but also creates an illusion that is slimming for anyone's figure. this is a fantastic  unique design for,Outerwear
1,I love this coat. it's everything i've been looking for in a trench: navy blue  cut for dresses  with a vintage flair. and the medium fits like a glove (i'm a size 8). all that being said  be forewarned that this coat in unlined  so it won't be that warm a layer. the seams are covered in a bright turquoise bias tape so it doesn't seem especially unfinished. still worth the price on sale.,Outerwear
1,Love this vest! since i am 66 years old i was hesitant to try on this vest because it was out of my comfort zone as to style  but my daughter convinced me to try it on. it is absolutely darling and looked so chic on. my 27 year old daughter bought it  too  so it is stylish for any age. the fur collar is fun and the fabric is very nice and the vest is well made. it can elevate jeans to a dressier look but still have a casual vibe. having a coupon the day we shopped made the decision to buy this e,Outerwear
1,As a long standing retailer shopper  i have seen the beginnings of retailer great quality and detail and somewhat over the years disappointed of quality going down; this vest is so my style and executed very well as being fully lined and sewn well  hooks to close are substantial; the fact the faux fur collar can be removed is a real plus  but though the colors are delish  the fabric is a bit questionable.  the one i ordered on line and sent to me is fresh and not petted  but looking at the same vest,Outerwear
1,Liked everything about this coat but the length! it is beautiful and good quality. first  ordered a medium because the fit seemed slight (i'm a 4-6)  returned it for a large. unfortunately  the large will also be returned -- the body length is very cropped  not at all as it appears in photo to meet the top of a waistband. i'll hope to find a similar coat with just a bit more length.,Outerwear
-1,"These are horrible pants!!! they run small in the thigh and butt like other cartonnier crops. look great at first....after a few hours of wear the stretch out everywhere!!! absolutely terrible! i have several pairs of cartonnier crops that are my ""go to"" pants  but these are not worth even the sale price! i'd give them no stars if i could!! this fabric is very different from my other printed pairs. if u must try them  size down and suffer through the first few ""tight"" hours! trust me...they will",Pants
-1,The black band seemed to cut across the widest part of my hips  emphasizing them. the pants are sheer. the fabric was not comfortable against my skin. overall  the pants were a miss.,Pants
-1,I purchased these pants on 12/2/15 as a more fashionable alternative to yoga pants while traveling southeast asia starting february. after about 10-15 wears (with little washing in between as i was backpacker style traveling) the pants wore through in between my legs. the fabric first started to develop little fuzz balls everywhere and then literally disintegrated in places. i tried to sew them to continue wearing them while traveling but alas the fabric had become so thin that the thread could,Pants
-1,Like others  i finally received my size 6p black pants after months of waiting.  for starters  these pants run small  so i ordered a size up but still in petite  because i adored the red ones i got this past summer.  when the black pants arrived  they were a full three inches shorter than the red ones (which were also 6p)  and the fabric did not feel anywhere close to the same quality.  i'm debating ordering the regular length  but i'm not sure i'll bother  based on some of the other reviews.,Pants
-1,Wanted to love this colorful romper. the fabric was suuuuper thin and very cheap feeling and looking. no way would i wear this.,Pants
-1,I tried on this jumpsuit in black and it was absolutely beautiful. i liked that it looked sort of like a tuxedo  i wore it one time and received so many compliments. when i washed it  however  it shrunk almost 1 size! the pant legs were high water. i even tried washing and restretching it because i loved the jumpsuit but it wouldn't budge  i think because rayon is not stretchable material. to my disappointment  i returned it. i really wished it would have worked out.,Pants
-1,"These pants fit tts and are ask pictured in length on me (5'5""). i can go between a 4 and a 6  and tried the 6 and they were fine. that said  the fabric completed turned me off. it is that sort of stretch fabric with a sheen to it. i did not find them to be the wonderful wardrobe basic i thought they'd be- the fabric is just too stiff  and the sheen made them feel cheap  unfortunately.",Pants
-1,I loved the cut of these pants and the button accent on the pockets. however  the material was quite thin and the quality was not great- there were multiple snags along the seams. additionally  at 5'8  130lbs i was swimming in the size 4. i would have tried sizing down if the quality was better.,Pants
-1,Given that i am petite with thighs (take a size 6p or 28p) these were not for me! the run small  are really tight from the thigh up  run longer that a petite should and are fairly thin. on top of that the zipper and hook in the back are really inconvenient. i was looking for something i could wear to work  and these were not the right style for that. plus they seemed cheaply made  like they wouldn't stand the test of time. i imagine if you are tall and skinny like the model  they would look good,Pants
0,Not what i expected. they ran very small and the fabric seemed cheap for the price. returned.,Pants
0,I really love the look of this jumpsuit  casual but classy. shapely but comfortable. i'm 5'4 and  similar to another reviewer  proportional torso to leg ratio. the legs were longer on me than the model in the picture  but no problem there because they're cuffed.however the arm holes are too big. my bra shows  and the particular one i got came damaged with some of the embroidery coming unraveled on the back. it's also supposed to be dry cleaned and that's annoying for casual wear. returning it.,Pants
0,Super cute pants but pleats fan out too much when you are pear shaped. i would also need to shorten pants too look like the picture.,Pants
0,I love these pants -- bought them in the mustard color. my only complaint is that they are not colorfast -- i washed them in cold water with other colored items -- most of which belonged to my husband. not good -- and pretty much ruined an entire load of laundry except for these pants. retailer -- please color test your garments. there is really no excuse for fabrics like this to run in this day and age!,Pants
0,I was thrilled to find a wide-legged pant in a natural fiber and ordered two pairs - l and xl. the l came first and was a tad too close for comfort so i returned it. when the xl arrived it seemed roomy but after my first wear the fold-over jersey knit waistband stretched out and the pants were dragging on the ground. they seem really huge on me and i now have to wear a belt to keep them up. the fabric also seems to be pilling easily- overall not my best retailer purchase (and i am a huge fan,Pants
0,"This jumpsuit is lovely and comfortable  with gorgeous embroidered detailing  but it really needs to come in petite sizes. at 5'4"" with a pretty proportional torso to leg ratio  i found the hem length okay but the top portion way too long. for the waistband to be anywhere near my natural waist  the shoulders would have had to be taken up several inches and the armholes shortened.",Pants
0,"This pant is beautiful and fits great except for the waist. it is too big. i carry all my extra weight in my waist too. 5' 6 1/2""  150lbs  straight and up down figure. the waist gapped in the back almost 2 inches. otherwise this is a great pant  if you have a well developed bootie  maybe they would fit. ordered a 10 by the way. if they make it to sale  will purchase again and take to tailor. they are a well constructed lovely pant.",Pants
0,"I so wanted to like these pants. i wear a lot of ""genie"" pants because they're comfortable. the problem with these is that they're too narrow towards the ankle  but the worst is the fabric. its ""old lady"" fabric. i was hoping for a pair of blousy joggers in a light denim  and this fabric was disgraceful. i knew the minute i saw them that they were going back. i'll keep looking and hoping.",Pants
0,"I got the pilcro hyphen chinos in a size 25p and they fit  so i assumed i would be the same size in the pilcro stet chinos...nope. the 25p was way short and way tight. i'm 5'3"" and about 113 lbs. my mom is 5' and 98 lbs and they fit her so i gave the 25p stet chinos to her to keep. disappointed!",Pants
1,"I got these in the brown and the red in my usual xspetite  and love both. the length is perfect for my 5'3"" height and they're not skin tight  but fit like a glove (i have a 26"" waist and 34"" hips). the elastic inside the waistband can get flipped fairly easily if i'm not careful  but it's easy to flip it back. i think that's the only thing that might stop me from attempting to wash them in the machine against the instructions  which say to hand wash only. i wish they had been made machine washa",Pants
1,Beautifully made pants and on trend with the flared crop. so much cuter in person. love these!,Pants
1,I am a true size 6 in virtually everything  pants or dress. i was swimming in these! i am reordering a size 2  they were so big.,Pants
1,"I am 5'8"" 135 lbs  broad shoulders and normal waste to hip ratio. this jumper fits beautifully and material flows just enough to be forgiving but flattering. love love love  definitely happy with myself for the splurge. can't wait to wear it out!!!",Pants
1,This jumpsuit is so  so cute. i tried it on in an xs in store but needed a petite. i ordered the xsp online  received it  but honestly it's still a little big. the xxsp is sold out  but i love the piece so much i think i'm going to have it taken in. trust me  it's just as cute as it looks  if not cuter!,Pants
1,"One of the more beautiful pieces retailer hags carried in a long time. i instantly fell in love the second i took it out of the box. the only problem is that it runs short in the torso. i ordered the xs and it fit perfectly everywhere except it gave me a wedgie. for reference  i am 5'6"" 120 lbs  and a 34b. i returned the jumpsuit and ordered it in a small. hopefully it's long enough!!! everything about it is true to size except torso length. i have an average torso  so someone with a large torso m",Pants
1,I have a few pair of these from prior years and would like another in a dark color. every time i check  the size 24 regular are sold out! please make more size 24!,Pants
1,I don'tr even know why they btohered making a tall size for this  i would need a 6-7 inch heel for the petite version  which means regualr sized people should get petite. also  bigger  as in loose  i tried 0 and 2 and both ewre biggish (thopugh i could honestly not tell the difference). sales person told me to try 00  so we shall see... i will need to hem them if i kleep them though.  bronze color is very nice  so is balck  i ordered both for comparison.  lastly  cut is very flattering especiall,Pants
1,The fabric and design of this piece are so unique.  i am skeptical of wide leg designs in product photos because the fabric is often much more voluminous irl than it appears  which is the case for this jumpsuit.  despite the extra volume  the fabric weight gives it a structured look which makes the wide legs look fantastic on.  there is a silicon grip band around the top that allows you to wear it strapless  though it doesn't seem very functional to me without boning or more structure to the sid,Pants
-1,I really wanted to love the shorts.  when i read that the shorts were lined  i expected them to be lined so that my underwear didn't show.  even though the shorts are lined  you can see through the fabric completely.  this was absolutely disappointing since the shorts have a lovely exterior design; pockets; and  comfortable waistline.  i'm returning the shorts as well.,Shorts
-1,I've been wearing these shorts for years  i work outside and it was great to have comfortable jean shorts that were just the perfect length. the fabric quality on these shorts (and many many other retailer items) has gone down. sure  they're great when you try them on in the store..soft  comfortable  flattering  but when these are worn for a day they get so stretched out that i feel like i need a belt to keep them on. i wore these several times  sat down on a relatively smooth concrete wall  and a,Shorts
-1,These are my all time comfiest shorts and i am obsessed with the lavender color. sadly  using free and clear detergent on a cold  delicate cycle made the color turn splotchy  and they are unwearable. this happened once and i exchanged for another pair  but i'll be returning this pair. i'll be sad to see my favorite color go  but there is obviously a defect in the dye used. maybe i'll try another color!,Shorts
-1,I loved this romper so much! the material is thin  but perfect for summer. the style is just what i was looking for. it's so so cute and fit perfectly...at first. i wore it one time and then washed it exactly as described on the tag and it shrunk beyond recognition. it went from loose and flowy  like on the model  to little booty shorts and a body suit...not the look i was going for. i am so disappointed.,Shorts
-1,Very nice fabric and quality but runs very large. i had to return my pair of a size 0. stinks to pay for shipping on a product that looks so different in the picture.,Shorts
-1,"I am 5' 7"" - 110 lbs. ordered my normal xs and the bottom portion was way over sized. it fit like a parachute  you could fit about 12 of me in the bottoms and very short. nice quality material  but extremely awkward fit.",Shorts
-1,"I was so excited that retailer finally had some bermuda shorts for those of us that are 1) older and don't want to show off that much leg anymore  and 2) are ""curvy on the bottom"" and really cannot wear the shorter shorts. i ordered these immediately in the navy. i usually wear a 31 in pilcro jeans  and like the other reviewer observed as well  i was floating in these - not only in the waist but everywhere. the legs are big - but it's supposed to be a boyfriend cut so i get that  but they just are",Shorts
-1,I was hoping these would be like some of the lace shorts i bought from retailer last year that i loved so much. sadly  no. first of all they run small. i am between a s and xs in most brands  bought a s in these because i like my shorts on the looser side. these felt a little snug and short  but i decided to keep them. the first time i washed them  they were ruined. i followed the directions exactly and even put them in a lingerie bag in the washer  plus a delicate cycle  no dryer. the lace is man,Shorts
-1,I love the material on these shorts. unfortunately  that's all i love. the fit is awkward and i'm an easy fit. they're boxy in the body / legs and a bit tight in the waist  causing me to not be sure whether to place the elastic waist higher or lower and neither one works well. sadly  couldn't keep these just for the pretty fabric.,Shorts
0,There is a lot of fabric here! the legs fit me fine  but they are long and when you roll them up it creates a bunching of fabric in an awkward area. i've also found that they don't stay rolled up in the back  especially if you sit down. it's a shame since the fabric is soft and comfortable. maybe sizing down would've helped  but i doubt that would've fixed the problem of the cuffs staying rolled up.,Shorts
0,This romper is extremely well made and the colors are even more beautiful in person.  however  i found it to run extremely short in the torso.  i couldn't get my arms through the sleeves after stepping into it without ripping the garment.  for reference i'm 5'9 with a slightly longer than average torso.  i ordered my normal size m.,Shorts
0,I can't believe how small these are. i almost wondered if the size was marked incorrectly. these are so pretty and such a shame because i love them. the rise in the crotch is also very short. very full in the legs and one is longer than the other:( the stripes don't line up in places which is also disappointing for this price!,Shorts
0,Wore this romper 1x and after washing  the hem on one of the shorts/legs completely unraveled. if i want to ever wear it again  i will have to bring it to a tailor to get fixed. unacceptable for a $200 product. cute design and good fit but questionable quality.,Shorts
0,This romper was not what i expected when i originally purchased. it is much more casual looking in person  and as soon as i got it out of the bag  one of the buttons fell off. it did look good on and fit well  but i will be returning because it is too casual for the occasion i bought it for.,Shorts
0,"I adore eva franco but these are just not thoughtfully designed regarding fit. i wear a size 12 and took the risk of ordering the 12 as a popback  but they do fit 1-2 sizes small. i could get them zipped but it's not a good look. i feel like the waist would fit if the rise weren't so short. for reference  i have a 33"" waist and 42"" hips.",Shorts
0,These are so cute and the colors are great  however  they stretch out about 2 sizes. they fit me perfectly and i sized down and they stretched out about a size 1/2 to 2 sizes too big. i'm bummed out because they are perfect in every other way. didn't think they would stretch out as much as they did. and they look awful once  they've stretched out. wish i didn't take the tags off or i would have returned them. size down at  least one size  i could have sized down two sizes. hoping they shrink lik,Shorts
0,This romper fits well and is flattering. i love the relaxed style. the quality is quite poor  though. one leg ripped the second time i wore it and the fabric  while soft and comfortable  is fraying and pilling like crazy. after only two brief wears  the romper looks cheap and old. i expect much better quality at this pricepoint. really disappointed.,Shorts
0,I bought these for a trip to the caribbean. i sweat a lot. if you have ever been humiliated by having a ring of sweat around your crotch area  then i do not recommend these shorts in the moss color. this color and fabric do not camouflage sweat. i will spare you the photos.,Shorts
1,Just received these this morning and so happy. cartonnier always makes a substantial quality product. might run a little large depends how roomy you want them  lovely colors and perfect length. wish they came in other colors.,Shorts
1,Fell in love with this romper online  but since a few reviewers mentioned it ran large  i wanted to try it on in the store. this romper is even better in person! extremely flattering  delicate details and lined! it's adorable! i am glad i tried it on in the store. i am usually a size 6/medium  but the small worked better for me. i know this will be a staple of mine all spring and summer.,Shorts
1,This is the first romper i've ever purchased and i'm instantly in love. it's flows  the colors are vibrant and the pockets are practical. looking forward to wearing it for the rest of the season as well as next year.,Shorts
1,"I absolutely love these shorts. i do  however feel they run on the large side. i am 5'1"" and normally wear a 24  25  0 or 00 and bought these in an xs. i would have gotten an xxs if they were available  but that was not an option. they are a little baggy  but they are so great i could not pass them up. these are too good to pass on.",Shorts
1,Sleeves were a bit too long and the size was too big but it's really cute and if they had a smaller size i would definitely have exchanged!,Shorts
1,I threw this into my cart online on a whim  but i'm not disappointed! and i don't even wear rompers usually. for reference  i'm 5'2 and normally a size 2  and i bought this romper in a size xs petite. if you're on the shorter side  i definitely recommend buying it in the petite size  as i feel that this romper would run large in the regular sizes. the fabric of the top drapes nicely on me  and the shorts are about medium length. i like the neckline details. the armholes in the petite size aren't,Shorts
1,The fabric is beautiful.  didn't wrinkle so much after 8 hours in a suitcase.  as opposed to the other reviewer mine arrived neatly  stripes match nicely.  i am kind of thick waisted and the size 6 was still perfect for me - i am currently 130 lbs  34-28-35.  love the colors and the fabric  a nice cotton twill  lined  pockets  pretty bow belt.  i am not a fan of the size zipper style but it is not a deal breaker.  glad i have them !!,Shorts
1,These shorts are age-appropriate for all. they're loose fitting and cal me rolled up or left down where they end above the knee. the fabric is soft and colors are fun,Shorts
1,"I love this so so much. i'm 5'1"" with a short torso and post baby 34d boobs. the 6 petite is perfect. it's the first romper i found that fits me in the crotch  height  and leg area. so excited to wear this!",Shorts
-1,Then this one is for you! so disappointed upon receipt of this skirt  as i had been eyeing it for a while and was excited to see it on sale. based upon the pictures  i thought the black stitching was just an interesting outline detail  but it is actually masking this skirt's ugly secret:  a pouch. yes  it literally has a pouch smack dab in the middle of your abdomen  which does not lay flat. the material also looks rather snag prone and already had a few pulls in spots.                 this one,Skirts
-1,Oh dear. the elastic waistband just ruined this skirt for me--it made it look so cheap. i assumed from the photograph that the skirt was a knit over a structured lining with a real waistband with a zip. instead  it's a sweatshirt knit with no lining and elastic. it looked cheap and hung a bit baggy from the elastic waist  making it a no-go for me.,Skirts
-1,I just bought this and i really disagree with previous review that it runs big - i wear an 8 in skirts and bought another retailer skirt last week that fits just fine - this one does not even zip up. i might exchange for bigger size  as label is just a number to me and sizes are really inconsistent - or it may just go back.,Skirts
-1,It is a shame when a product such as this is left on the website after so many comments reveal the item to be more defective in production than an opinion of size proportion. i read the reviews so had expected the item to run small so i ordered accordingly...this does not run small-this is not representative of any of the three categories one associates with women's apparel sizing. i am usually a small and the description by previous reviewers described the fit as being perfect for me-very small,Skirts
-1,I loved this skirt when i tried it on. the material is soft with a bit of stretch. i'd say this runs a little large. for reference  i'm usually a size 2/4 in retailer and the 2 was still a little large towards the end of the day as it stretched out.     however  my disappointment was with the buttons.i wore it for a day when all of a sudden the top button popped off. fine  that button is the most used. i sewed it back on myself and even reinforced the top three buttons that i use to take on and of,Skirts
-1,This skirt was horrible on me. it was loose in the waist  tight in the hips and poofed out like crazy at the tiered part on the bottom. the material also felt cheap and clingy. i guess the fit is tts  but it's hard to tell given how strange the cut was.,Skirts
-1,This skirt is very pretty  but not only does it run small but only a small portion of the waistband is elasticized  so there's very little stretch. for those of us with a significant difference in our waist and hip measurements  there's no way to get this skirt on past the hips.,Skirts
-1,I wish i had read the reviews prior to purchasing. this skirt looks amazing in photos and lace appears black. the lace on mine is actually purple - at first i thought it was just purple due to lighting with red underneath - but nope - pull the netting away and it is purple. lace netting hikes up on the right due to poor craftsmanship. i ordered a medium and felt it was a bit large. will return.,Skirts
-1,For reference i am 5'5' 138 lbs with an hourglass figure and my usual small fit perfectly. the problems: 1. this skirt is not black but a charcoal gray/purple. 2. the sipper is reinforces with a stiff boarder on the inside so no matter where i put the waist it sticks straight out making me look like i have a tail under my skirt. in other words  i had a very pointy butt. also the slit or tulip part of the skirt goes all the way up to the waist  it needed to be tacked to the other part of the skir,Skirts
0,"If you know the meghan trainor song (and who doesn't?)  you'll know what i mean! i could tell by the photos online that this skirt would enhance curves  and i am fine with that. however  it is very snug in the rear. i can honestly say i had made it to my 40s without ever once wondering or worrying  ""does my butt look big in this?""--that is  until i tried on this skirt. however  i chose to keep it since we were going to hawaii soon  and i decided it would be fine as a casual skirt and cover-up. i",Skirts
0,I wanted to love this skirt. i love high-waisted skirts and the length seemed flattering on the model; it was not so flattering on me. the fabric is so lovely--truly the photos online don't do it justice. it's heavy and luxurious  wonderful for fall or winter  and the gold  gray  and navy floral pattern is not too flashy or bold. plus  pockets! however  the midi length did not work for me  despite the product's suggestion that it was a universally flattering length  just above the knee. i'm not,Skirts
0,"I didn't realize when i ordered  that the hem is unfinished below the seam.. i'm not a fan of this look  especially in a more expensive skirt. the fabric is nice and flowy.. but i do feel there is maybe too much of it(which may be a plus if you wanted a fuller skirt) and that the waist runs slightly small. i am normally a 10-12 and ordered the large and it fit at my natural waist  rather than hanging lower and looser like other styles in this shape. i am 5'7"" and i do like fuller skirts  but was",Skirts
0,The skirt in person is not like the picture. baggy and runs large. i wear jean size 25 and the xs is two size too loose. there's no pocket which is surprising on a denim. the slit in front makes the skirt  look even loose   no shape near what's in the picture. and there's no petite sizes. i am going to return it.,Skirts
0,Love everything about this skirt but the sizing. i'm a size 6/medium in almost everything but this skirt swallowed me. i wise there was a small or even extra small to try out. i'm also 5'5 and the skirt was right at my knees. definitely size down if you want it to look like the pictures.,Skirts
0,Why does the lining stop at mid thigh when the skirt is long? makes product look cheap while wearing. love the color  the fabric  and the fit  but cant get past this less than quality feature - will be returning.,Skirts
0,"It's such a beautiful skirt  i kept it around and tried it on with every top i own but i could not get the right look. the waist ""poofs"" out right below the waistband so any shirt worn over it makes you look frumpy. tucking a shirt in didn't look right because of the poof. it doesn't do anything to flatter a figure. the skirt itself is gorgeous. for the price  i need to make sure my clothes make me look good too! reluctantly i had to return it. i was hoping it would be my summer go-to skirt.",Skirts
0,So small! i was a solid size 12 in skirts but recently lost some weight. i was still nervous to buy a size 10 so i bought the 12 thinking i can always take it in if i have to. the 12 - which should have been big on me was tiny. this skirt is built for someone with non-existent hips. returning.,Skirts
0,"The fabric of this skirt is absolutely beautiful. however the fit  albeit unique  is not extremely flattering in my opinion. it may be because i am somewhat of a pear/hourglass shape rather than a more straight shape  but the fit is a little off imo. i am 5'8"" and 135# and ordered both the 6 & 8 and felt the 8 fit a little better.",Skirts
1,This skirt is so beautiful!! it's a bit small  but only a tad. i can still wear it  and it encourages me to lose 5lbs haha! i get compliments everywhere i go.,Skirts
1,I usually wear a 6 for skirts and dresses  but when i got this in the mail  it ended up fitting a bit snug on my hips. other than that its super cute and has a great liner underneath!,Skirts
1,"For the last two years  i have only purchased clothing for myself if it is secondhand  but then i saw this skirt and succumbed to temptation. first of all  the print is gorgeous! i'm a sucker for blue and white anything so it wasn't that hard of a sell. as other reviewers have mentioned  the seams line up! this kind of quality is so hard to find in clothing items anymore and really makes the skirt seem much more pricey than it really is (if you're buying it on sale like i did). i'm 5'3"" and will",Skirts
1,Fits beautifully. perfect for spring and summer. the cut of this skirt gives your figure a wonderful shape. the quality of the material is excellent.  this item is perfect for to dress up for a date night or wear slightly more casually for a brunch.,Skirts
